n,bits,mitigation,checksum_mode,action,fault_op,fault_site,stage,slot,bit,seed,returncode,execution_valid,fault_injections,fault_observed,golden_match,detected,corrected,max_abs_error,mean_abs_error,rms_error,relative_l2_error,snr_db,checks_performed,check_failures,stage_checks,stage_failures,s1_failures,s2_failures,recomputations,elapsed_ntt_ns,mitigation_time_ns,mod_adds,mod_subs,mod_muls,memory_reads,memory_writes
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,19,26,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,312583 ns,279416,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,23,0,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,310833 ns,279337,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,23,8,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,311168 ns,279752,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,23,24,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,313416 ns,280626,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,23,26,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,310497 ns,279833,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,24,0,2,0,PASS,1,PASS,FAIL,yes,no,5.95163045e2,2.71926962e2,3.07079892e2,9.57393661e1,-39.62181095,1152,1,0,0,0,0,0,311458 ns,279746,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,24,8,2,0,PASS,1,PASS,FAIL,yes,no,4.30198074e2,2.41693707e2,2.62176334e2,8.17396276e1,-38.24865310,1152,1,0,0,0,0,0,310625 ns,279002,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,24,24,2,0,PASS,1,PASS,FAIL,yes,no,5.80818878e2,2.76028757e2,3.11719319e2,9.71858163e1,-39.75205774,1152,1,0,0,0,0,0,310249 ns,278998,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,24,26,2,0,PASS,1,PASS,FAIL,yes,no,4.84231507e2,2.67455721e2,2.87324863e2,8.95802721e1,-39.04424754,1152,1,0,0,0,0,0,312707 ns,281625,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,26,0,2,0,PASS,1,PASS,FAIL,yes,no,5.38398725e2,2.59963059e2,2.98006247e2,9.29104443e1,-39.36129073,1152,1,0,0,0,0,0,143418 ns,129208,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,26,8,2,0,PASS,1,PASS,FAIL,yes,no,5.40218455e2,2.65159583e2,2.97888641e2,9.28737778e1,-39.35786223,1152,1,0,0,0,0,0,310375 ns,279542,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,26,24,2,0,PASS,1,PASS,FAIL,yes,no,7.63815427e2,2.69500201e2,3.16408356e2,9.86477338e1,-39.88174226,1152,1,0,0,0,0,0,129250 ns,115877,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,26,26,2,0,PASS,1,PASS,FAIL,yes,no,7.81879452e2,2.63267888e2,3.02801728e2,9.44055481e1,-39.49995036,1152,1,0,0,0,0,0,311874 ns,279881,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,27,0,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,136582 ns,117911,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,27,8,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,311500 ns,279500,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,27,24,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,311999 ns,279839,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,27,26,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,127501 ns,114454,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,28,0,2,0,PASS,1,PASS,FAIL,yes,no,6.90700937e2,2.49482869e2,2.95798311e2,9.22220684e1,-39.29669717,1152,1,0,0,0,0,0,235167 ns,212667,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,28,8,2,0,PASS,1,PASS,FAIL,yes,no,6.85673760e2,2.56194602e2,3.13068464e2,9.76064441e1,-39.78956983,1152,1,0,0,0,0,0,313249 ns,281002,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,28,24,2,0,PASS,1,PASS,FAIL,yes,no,6.91803822e2,2.81710161e2,3.15688853e2,9.84234119e1,-39.86196832,1152,1,0,0,0,0,0,312167 ns,280246,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,28,26,2,0,PASS,1,PASS,FAIL,yes,no,6.80819477e2,2.81573132e2,3.16490712e2,9.86734102e1,-39.88400276,1152,1,0,0,0,0,0,311543 ns,280333,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,29,0,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,268333 ns,240667,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,29,8,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,310666 ns,279499,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,29,24,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,311251 ns,279331,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,29,26,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,311124 ns,279708,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,31,0,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,310333 ns,279083,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,31,8,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,298291 ns,267668,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,31,24,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,146626 ns,131081,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,31,26,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,311498 ns,279417,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,32,0,2,0,PASS,1,PASS,FAIL,yes,no,5.34191182e2,2.77394155e2,3.01534783e2,9.40105482e1,-39.46353170,1152,1,0,0,0,0,0,310250 ns,278502,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,32,8,2,0,PASS,1,PASS,FAIL,yes,no,4.42077057e2,2.58612100e2,2.81130898e2,8.76491580e1,-38.85495497,1152,1,0,0,0,0,0,310501 ns,278746,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,32,24,2,0,PASS,1,PASS,FAIL,yes,no,6.74576122e2,2.68077028e2,3.00267354e2,9.36153974e1,-39.42694571,1152,1,0,0,0,0,0,311290 ns,279710,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,32,26,2,0,PASS,1,PASS,FAIL,yes,no,6.40349045e2,2.70741269e2,3.03195143e2,9.45282045e1,-39.51122818,1152,1,0,0,0,0,0,310417 ns,279248,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,33,0,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,311750 ns,279790,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,33,8,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,310207 ns,277791,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,33,24,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,310624 ns,278631,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,33,26,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,311459 ns,280002,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,35,0,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,311250 ns,279626,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,35,8,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,268417 ns,240958,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,35,24,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,268292 ns,241917,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,35,26,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,312166 ns,279877,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,38,0,2,0,PASS,1,PASS,FAIL,yes,no,6.31033890e2,2.82400058e2,3.20477851e2,9.99164944e1,-39.99274376,1152,1,0,0,0,0,0,310915 ns,278954,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,38,8,2,0,PASS,1,PASS,FAIL,yes,no,6.29228441e2,2.52272147e2,2.93607013e2,9.15388799e1,-39.23211188,1152,1,0,0,0,0,0,310041 ns,279042,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,38,24,2,0,PASS,1,PASS,FAIL,yes,no,5.04426651e2,2.98227665e2,3.22920988e2,1.00678200e2,-40.05870884,1152,1,0,0,0,0,0,267918 ns,241165,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,38,26,2,0,PASS,1,PASS,FAIL,yes,no,6.19761884e2,2.47646180e2,2.86362483e2,8.92802275e1,-39.01510577,1152,1,0,0,0,0,0,310167 ns,278959,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,43,0,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,312419 ns,280245,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,43,8,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,310419 ns,278296,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,43,24,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,128626 ns,115294,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,43,26,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,275042 ns,245996,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,45,0,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,310252 ns,279250,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,45,8,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,308374 ns,277588,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,45,24,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,308792 ns,277708,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,45,26,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,311750 ns,279127,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,46,0,2,0,PASS,1,PASS,FAIL,yes,no,5.75202389e2,2.49611377e2,2.83900134e2,8.85125324e1,-38.94009533,1152,1,0,0,0,0,0,312583 ns,280751,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,46,8,2,0,PASS,1,PASS,FAIL,yes,no,6.20654094e2,2.27502677e2,2.66168489e2,8.29842758e1,-38.37991616,1152,1,0,0,0,0,0,312999 ns,280626,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,46,24,2,0,PASS,1,PASS,FAIL,yes,no,7.37415018e2,2.79026786e2,3.26503866e2,1.01795246e2,-40.15454993,1152,1,0,0,0,0,0,324541 ns,294126,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,46,26,2,0,PASS,1,PASS,FAIL,yes,no,5.28268756e2,2.41740968e2,2.71537314e2,8.46581330e1,-38.55337373,1152,1,0,0,0,0,0,269708 ns,242041,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,47,0,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,309581 ns,278206,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,47,8,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,311792 ns,279917,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,47,24,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,311373 ns,279827,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,47,26,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,129417 ns,115834,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,48,0,2,0,PASS,1,PASS,FAIL,yes,no,6.01813895e2,2.69143978e2,3.01002770e2,9.38446807e1,-39.44819322,1152,1,0,0,0,0,0,315542 ns,281544,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,48,8,2,0,PASS,1,PASS,FAIL,yes,no,6.82754277e2,2.68396008e2,3.06363373e2,9.55159746e1,-39.60152023,1152,1,0,0,0,0,0,310000 ns,279168,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,48,24,2,0,PASS,1,PASS,FAIL,yes,no,5.08537526e2,2.41707533e2,2.77266895e2,8.64444644e1,-38.73474376,1152,1,0,0,0,0,0,311625 ns,279671,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,48,26,2,0,PASS,1,PASS,FAIL,yes,no,6.19353844e2,2.64015494e2,3.03343990e2,9.45746111e1,-39.51549128,1152,1,0,0,0,0,0,372751 ns,334875,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,50,0,2,0,PASS,1,PASS,FAIL,yes,no,6.29256229e2,2.26263043e2,2.62830411e2,8.19435515e1,-38.27029566,1152,1,0,0,0,0,0,268333 ns,241208,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,50,8,2,0,PASS,1,PASS,FAIL,yes,no,5.67747395e2,2.84745087e2,3.17153459e2,9.88800372e1,-39.90217243,1152,1,0,0,0,0,0,129458 ns,116333,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,50,24,2,0,PASS,1,PASS,FAIL,yes,no,4.82168372e2,2.51814635e2,2.80987767e2,8.76045336e1,-38.85053164,1152,1,0,0,0,0,0,280333 ns,251040,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,50,26,2,0,PASS,1,PASS,FAIL,yes,no,6.29796138e2,2.66013148e2,3.04585771e2,9.49617653e1,-39.55097559,1152,1,0,0,0,0,0,309961 ns,278456,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,51,0,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,425708 ns,382211,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,51,8,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,384125 ns,337543,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,51,24,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,128292 ns,115335,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,51,26,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,426126 ns,382292,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,58,0,2,0,PASS,1,PASS,FAIL,yes,no,6.67924724e2,2.62608936e2,2.99534163e2,9.33868079e1,-39.40571061,1152,1,0,0,0,0,0,130624 ns,117252,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,58,8,2,0,PASS,1,PASS,FAIL,yes,no,4.93128519e2,2.56854420e2,2.80003657e2,8.72977143e1,-38.82005746,1152,1,0,0,0,0,0,128126 ns,114751,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,58,24,2,0,PASS,1,PASS,FAIL,yes,no,5.69065846e2,2.76332225e2,3.12847109e2,9.75374313e1,-39.78342628,1152,1,0,0,0,0,0,268083 ns,240666,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,58,26,2,0,PASS,1,PASS,FAIL,yes,no,5.00100486e2,2.41156889e2,2.65583358e2,8.28018474e1,-38.36080053,1152,1,0,0,0,0,0,311125 ns,278672,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,59,0,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,269084 ns,241166,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,59,8,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,310875 ns,278834,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,59,24,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,311624 ns,279291,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,59,26,2,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,214543 ns,192958,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,0,0,3,0,PASS,1,PASS,FAIL,yes,no,6.48166895e2,2.72289115e2,3.10082911e2,9.66756279e1,-39.70634003,1152,1,0,0,0,0,0,311584 ns,279797,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,0,8,3,0,PASS,1,PASS,FAIL,yes,no,9.67911779e2,2.45687200e2,3.02306931e2,9.42512836e1,-39.48574547,1152,1,0,0,0,0,0,311709 ns,279670,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,0,24,3,0,PASS,1,PASS,FAIL,yes,no,8.73325429e2,2.54982210e2,3.08536360e2,9.61934543e1,-39.66291041,1152,1,0,0,0,0,0,128250 ns,115130,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,0,26,3,0,PASS,1,PASS,FAIL,yes,no,5.04989391e2,2.45180684e2,2.73251536e2,8.51925821e1,-38.60803563,1152,1,0,0,0,0,0,309875 ns,279123,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,2,0,3,0,PASS,1,PASS,FAIL,yes,no,4.94081641e2,2.68221529e2,2.90233575e2,9.04871313e1,-39.13173640,1152,1,0,0,0,0,0,128042 ns,114836,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,2,8,3,0,PASS,1,PASS,FAIL,yes,no,6.42843692e2,2.71322897e2,3.12055483e2,9.72906233e1,-39.76141972,1152,1,0,0,0,0,0,267208 ns,240373,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,2,24,3,0,PASS,1,PASS,FAIL,yes,no,5.44509485e2,2.20120922e2,2.46737805e2,7.69263038e1,-37.72149731,1152,1,0,0,0,0,0,309749 ns,278708,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,2,26,3,0,PASS,1,PASS,FAIL,yes,no,5.38863813e2,2.59034741e2,2.91199259e2,9.07882058e1,-39.16058867,1152,1,0,0,0,0,0,128083 ns,115210,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,6,0,3,0,PASS,1,PASS,FAIL,yes,no,6.21186470e2,2.42591030e2,2.76512857e2,8.62093752e1,-38.71108995,1152,1,0,0,0,0,0,310876 ns,279416,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,6,8,3,0,PASS,1,PASS,FAIL,yes,no,5.93696715e2,2.62742318e2,2.95726374e2,9.21996404e1,-39.29458454,1152,1,0,0,0,0,0,312417 ns,280538,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,6,24,3,0,PASS,1,PASS,FAIL,yes,no,6.51377856e2,2.45999417e2,2.82089930e2,8.79481588e1,-38.88453504,1152,1,0,0,0,0,0,310834 ns,278915,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,6,26,3,0,PASS,1,PASS,FAIL,yes,no,4.83616526e2,2.59958640e2,2.85051543e2,8.88715112e1,-38.97525130,1152,1,0,0,0,0,0,309460 ns,279792,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,7,0,3,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,438209 ns,391704,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,7,8,3,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,311292 ns,278377,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,7,24,3,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,309458 ns,278296,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,7,26,3,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,128375 ns,115500,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,9,0,3,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,267167 ns,240209,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,9,8,3,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,310709 ns,279293,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,9,24,3,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,310541 ns,278497,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,9,26,3,0,FAIL,0,N/A,PASS,no,no,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,1152,0,0,0,0,0,0,135167 ns,121792,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,10,0,3,0,PASS,1,PASS,FAIL,yes,no,5.92492962e2,2.44829696e2,2.81368350e2,8.77231893e1,-38.86228825,1152,1,0,0,0,0,0,312666 ns,280582,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,10,8,3,0,PASS,1,PASS,FAIL,yes,no,5.74062627e2,2.36531748e2,2.76457728e2,8.61921875e1,-38.70935806,1152,1,0,0,0,0,0,312249 ns,280461,1152,1152,2432,2816,2816
64,28,butterfly-check,sum,detect-only,ntt,add-output,0,10,24,3,0,PASS,1,PASS,FAIL,yes,no,6.77007105e2,2.51849960e2,2.86855135e2,8.94338233e1,-39.03003595,1152,1,0,0,0,0,0,318749 ns,287415,1152,1152,2432,2816,2816
