n,bits,scale_bits,ntt_impl,fault_enabled,fault_op,fault_operand,fault_site,fault_stage,fault_slot,fault_bit,mitigation,mitigation_action,checksum_mode,command,returncode,execution_valid,fault_injections,golden_match,fault_observed,detected,corrected,rms_error,relative_l2_error,max_abs_error,mean_abs_error,snr_db,elapsed_ntt_ns,scratch_bytes,checks_performed,check_failures,stage_checks,stage_failures,s1_failures,s2_failures,recomputations,mitigation_time_ns,mod_adds,mod_subs,mod_muls,memory_reads,memory_writes,stderr_tail
64,28,10,radix2,true,ntt,a,register-write,0,0,0,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 0 --fault-bit 0,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,155542,512,36,1,36,1,1,0,1,141793,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,0,8,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 0 --fault-bit 8,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,155293,512,36,1,36,1,1,0,1,140332,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,0,24,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 0 --fault-bit 24,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,409167,512,36,1,36,1,1,0,1,369080,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,0,26,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 0 --fault-bit 26,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,402499,512,36,1,36,1,1,0,1,366292,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,1,0,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 1 --fault-bit 0,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,425333,512,36,1,36,1,1,0,1,389461,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,1,8,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 1 --fault-bit 8,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,499125,512,36,1,36,1,1,0,1,451166,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,1,24,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 1 --fault-bit 24,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,426251,512,36,1,36,1,1,0,1,371042,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,1,26,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 1 --fault-bit 26,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,421083,512,36,1,36,1,1,0,1,370831,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,2,0,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 2 --fault-bit 0,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,484877,512,36,1,36,1,1,0,1,445544,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,2,8,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 2 --fault-bit 8,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,428751,512,36,1,36,1,1,0,1,389665,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,2,24,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 2 --fault-bit 24,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,406209,512,36,1,36,1,1,0,1,368375,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,2,26,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 2 --fault-bit 26,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,442709,512,36,1,36,1,1,0,1,398246,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,3,0,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 3 --fault-bit 0,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,430792,512,36,1,36,1,1,0,1,391375,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,3,8,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 3 --fault-bit 8,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,406376,512,36,1,36,1,1,0,1,366625,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,3,24,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 3 --fault-bit 24,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,342002,512,36,1,36,1,1,0,1,310585,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,3,26,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 3 --fault-bit 26,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,138917,512,36,1,36,1,1,0,1,125334,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,4,0,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 4 --fault-bit 0,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,137710,512,36,1,36,1,1,0,1,125583,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,4,8,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 4 --fault-bit 8,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,156416,512,36,1,36,1,1,0,1,141251,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,4,24,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 4 --fault-bit 24,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,292292,512,36,1,36,1,1,0,1,265746,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,4,26,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 4 --fault-bit 26,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,337250,512,36,1,36,1,1,0,1,307458,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,5,0,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 5 --fault-bit 0,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,240331,512,36,1,36,1,1,0,1,214999,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,5,8,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 5 --fault-bit 8,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,156125,512,36,1,36,1,1,0,1,140917,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,5,24,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 5 --fault-bit 24,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,138832,512,36,1,36,1,1,0,1,126250,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,5,26,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 5 --fault-bit 26,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,155084,512,36,1,36,1,1,0,1,140291,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,6,0,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 6 --fault-bit 0,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,154542,512,36,1,36,1,1,0,1,138460,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,6,8,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 6 --fault-bit 8,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,338540,512,36,1,36,1,1,0,1,305212,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,6,24,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 6 --fault-bit 24,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,160627,512,36,1,36,1,1,0,1,145334,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,6,26,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 6 --fault-bit 26,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,306417,512,36,1,36,1,1,0,1,277209,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,7,0,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 7 --fault-bit 0,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,155041,512,36,1,36,1,1,0,1,139708,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,7,8,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 7 --fault-bit 8,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,338875,512,36,1,36,1,1,0,1,307334,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,7,24,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 7 --fault-bit 24,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,155542,512,36,1,36,1,1,0,1,140827,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,7,26,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 7 --fault-bit 26,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,339168,512,36,1,36,1,1,0,1,307328,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,8,0,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 8 --fault-bit 0,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,427709,512,36,1,36,1,1,0,1,390418,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,8,8,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 8 --fault-bit 8,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,426833,512,36,1,36,1,1,0,1,391669,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,8,24,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 8 --fault-bit 24,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,155626,512,36,1,36,1,1,0,1,141584,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,8,26,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 8 --fault-bit 26,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,155709,512,36,1,36,1,1,0,1,140960,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,9,0,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 9 --fault-bit 0,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,447874,512,36,1,36,1,1,0,1,406131,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,9,8,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 9 --fault-bit 8,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,155208,512,36,1,36,1,1,0,1,140170,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,9,24,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 9 --fault-bit 24,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,146874,512,36,1,36,1,1,0,1,133127,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,9,26,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 9 --fault-bit 26,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,155583,512,36,1,36,1,1,0,1,140588,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,10,0,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 10 --fault-bit 0,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,446626,512,36,1,36,1,1,0,1,404255,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,10,8,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 10 --fault-bit 8,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,296417,512,36,1,36,1,1,0,1,240627,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,10,24,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 10 --fault-bit 24,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,155999,512,36,1,36,1,1,0,1,140625,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,10,26,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 10 --fault-bit 26,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,294666,512,36,1,36,1,1,0,1,265710,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,11,0,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 11 --fault-bit 0,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,426834,512,36,1,36,1,1,0,1,389709,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,11,8,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 11 --fault-bit 8,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,155749,512,36,1,36,1,1,0,1,140997,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,11,24,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 11 --fault-bit 24,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,155334,512,36,1,36,1,1,0,1,140581,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,11,26,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 11 --fault-bit 26,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,300001,512,36,1,36,1,1,0,1,274000,1152,1152,2432,2816,2816,
64,28,10,radix2,true,ntt,a,register-write,0,12,0,stage-checksum,recompute,sum,cargo run -- ckks-demo --n 64 --bits 28 --scale-bits 10 --ntt-impl radix2 --mitigation stage-checksum --mitigation-action recompute --max-retries 1 --checksum-mode sum --validate --fault --fault-op ntt --fault-operand a --fault-site register-write --fault-stage 0 --fault-slot 12 --fault-bit 0,0,PASS,1,PASS,FAIL,yes,yes,0.00000000e0,0.00000000e0,0.00000000e0,0.00000000e0,inf,413791,512,36,1,36,1,1,0,1,368246,1152,1152,2432,2816,2816,
