n,bits,mitigation,action,repeat,elapsed_ntt_ns,mitigation_time_ns,checks_performed,check_failures,stage_checks,stage_failures,recomputations,mod_adds,mod_subs,mod_muls,memory_reads,memory_writes
2048,54,stage-checksum,detect-only,12,7989209 ns,7733956,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,13,8267458 ns,8016709,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,14,8433876 ns,8167164,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,15,8331166 ns,8071916,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,16,8410292 ns,8149831,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,17,7989124 ns,7745713,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,18,7958458 ns,7713791,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,19,8076457 ns,7824624,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,20,7967166 ns,7722244,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,21,7954459 ns,7715957,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,22,7988708 ns,7736916,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,23,7997168 ns,7731621,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,24,8013667 ns,7752043,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,25,8016666 ns,7762419,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,26,8018874 ns,7760663,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,27,8027584 ns,7769460,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,28,8026208 ns,7769041,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,29,8136958 ns,7890796,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,detect-only,30,8020750 ns,7765251,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,1,7993668 ns,7738911,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,2,8002500 ns,7742170,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,3,8013417 ns,7754837,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,4,8015669 ns,7757583,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,5,8002083 ns,7749921,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,6,8015874 ns,7763953,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,7,8033916 ns,7779539,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,8,7989957 ns,7733868,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,9,8030750 ns,7781164,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,10,7992918 ns,7743916,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,11,7999541 ns,7756205,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,12,8005000 ns,7760249,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,13,8008083 ns,7744284,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,14,8011583 ns,7756290,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,15,8018333 ns,7765711,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,16,8007125 ns,7756919,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,17,7998668 ns,7746003,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,18,7992499 ns,7740576,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,19,7983041 ns,7726501,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,20,7992458 ns,7730374,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,21,7991001 ns,7740373,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,22,7991875 ns,7733167,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,23,7988709 ns,7744631,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,24,8001043 ns,7756293,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,25,7977917 ns,7735046,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,26,7983792 ns,7733835,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,27,8015293 ns,7755833,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,28,8024001 ns,7768664,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,29,7969625 ns,7727374,66,0,66,0,0,67584,67584,139264,151552,151552
2048,54,stage-checksum,recompute,30,7970001 ns,7724706,66,0,66,0,0,67584,67584,139264,151552,151552
4096,28,none,detect-only,1,12671250 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,2,12716875 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,3,12720750 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,4,12684458 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,5,12741916 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,6,12685168 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,7,12795959 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,8,12713001 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,9,12695667 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,10,12716000 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,11,12707251 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,12,12675832 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,13,12709459 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,14,12744876 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,15,12687085 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,16,12673666 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,17,12763957 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,18,12732417 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,19,12714208 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,20,12697749 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,21,12711374 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,22,12727374 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,23,12704790 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,24,12699042 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,25,12671041 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,26,12665084 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,27,12761375 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,28,13273583 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,29,12823459 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,none,detect-only,30,12701792 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,1,14935501 ns,14474333,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,2,15344709 ns,14871164,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,3,14692958 ns,14234170,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,4,14477376 ns,14032127,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,5,14520207 ns,14076958,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,6,14934791 ns,14468834,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,7,14522083 ns,14067122,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,8,14560123 ns,14100623,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,9,14501374 ns,14053333,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,10,14493875 ns,14045838,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,11,14528292 ns,14080379,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,12,14537083 ns,14090712,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,13,14558041 ns,14091164,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,14,14479501 ns,14027963,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,15,14500666 ns,14053125,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,16,14535499 ns,14073079,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,17,14517750 ns,14069295,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,18,14496083 ns,14044793,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,19,14852958 ns,14392835,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,20,15018624 ns,14540454,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,21,14516126 ns,14067167,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,22,14497916 ns,14054458,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,23,14481459 ns,14034499,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,24,14486416 ns,14037374,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,25,14515875 ns,14045961,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,26,14527001 ns,14060627,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,27,14534042 ns,14079001,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,28,14478250 ns,14034416,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,29,14559250 ns,14110629,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,detect-only,30,14473042 ns,14034248,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,1,14552292 ns,14086791,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,2,14536918 ns,14079834,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,3,14507375 ns,14057920,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,4,14540624 ns,14093046,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,5,14544709 ns,14094749,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,6,14603709 ns,14135415,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,7,14536459 ns,14075788,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,8,14480540 ns,14038041,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,9,14498582 ns,14049874,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,10,14539209 ns,14094374,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,11,15185376 ns,14706584,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,12,14504124 ns,14046333,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,13,14506084 ns,14052795,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,14,14511166 ns,14065536,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,15,14512834 ns,14072166,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,16,14543332 ns,14095667,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,17,14554875 ns,14100167,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,18,14761124 ns,14331963,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,19,14520584 ns,14061839,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,20,14480251 ns,14026915,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,21,14526792 ns,14069710,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,22,14527458 ns,14070578,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,23,14480499 ns,14038084,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,24,14504707 ns,14059164,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,25,14547335 ns,14083837,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,26,14527792 ns,14081833,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,27,14657626 ns,14202213,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,28,14541542 ns,14084832,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,29,14486458 ns,14030876,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,butterfly-check,recompute,30,14524501 ns,14085168,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,1,15432292 ns,14981788,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,2,15940332 ns,15471876,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,3,15507417 ns,15036791,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,4,15525874 ns,15074376,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,5,15478667 ns,14997288,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,6,15438541 ns,14979333,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,7,15588875 ns,15130374,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,8,15428707 ns,14979541,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,9,15408417 ns,14967792,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,10,15413291 ns,14963959,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,11,15495375 ns,15044164,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,12,15409500 ns,14963330,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,13,16050666 ns,15567620,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,14,15478627 ns,15011210,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,15,15454960 ns,15000290,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,16,15541292 ns,15086875,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,17,15466124 ns,15010788,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,18,15413041 ns,14966834,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,19,15392458 ns,14946210,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,20,15425167 ns,14967753,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,21,15435000 ns,14988084,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,22,15469792 ns,14987423,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,23,15839958 ns,15379586,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,24,15468916 ns,15020790,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,25,15425376 ns,14981418,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,26,15408460 ns,14968416,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,27,15450832 ns,15003003,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,28,15407623 ns,14960330,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,29,15470790 ns,15003997,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,detect-only,30,15412750 ns,14975333,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,1,15405458 ns,14962836,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,2,15521207 ns,15070499,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,3,15471959 ns,15006458,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,4,15467291 ns,15022878,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,5,15416376 ns,14982669,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,6,15398583 ns,14955212,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,7,15440042 ns,14996455,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,8,15429542 ns,14984919,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,9,15635791 ns,15179295,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,10,15485625 ns,15027629,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,11,15445083 ns,14976789,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,12,15432000 ns,14979501,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,13,15395959 ns,14956165,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,14,16086750 ns,15613543,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,15,16118541 ns,15669006,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,16,15412666 ns,14975419,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,17,15426332 ns,14977086,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,18,15491874 ns,15043709,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,19,15510668 ns,15049625,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,20,15462082 ns,15012042,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,21,15422001 ns,14972207,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,22,15492834 ns,15041955,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,23,15472459 ns,15027915,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,24,15396501 ns,14949335,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,25,15442625 ns,14963302,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,26,15405125 ns,14960121,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,27,15385915 ns,14946583,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,28,15448125 ns,15000043,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,29,16437126 ns,15937666,72,0,72,0,0,147456,147456,303104,327680,327680
4096,28,stage-checksum,recompute,30,15443582 ns,14996250,72,0,72,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,1,14572832 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,2,14627960 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,3,14565583 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,4,14509916 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,5,15220292 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,6,15267040 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,7,14598167 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,8,14606126 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,9,14542667 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,10,14604417 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,11,14548834 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,12,14566625 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,13,14543125 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,14,14611874 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,15,14563583 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,16,14580667 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,17,14531708 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,18,14550333 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,19,14514166 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,20,14564667 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,21,14606499 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,22,14586125 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,23,14583542 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,24,14545793 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,25,14511540 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,26,14515208 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,27,15642583 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,28,14543291 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,29,14605917 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,none,detect-only,30,14614917 ns,0,0,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,1,16485457 ns,16006834,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,2,16454792 ns,15972753,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,3,16487875 ns,16005746,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,4,16462542 ns,15980251,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,5,16408374 ns,15908707,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,6,16404708 ns,15923413,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,7,16444706 ns,15960834,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,8,16407791 ns,15922869,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,9,16521251 ns,16023710,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,10,16467542 ns,15987380,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,11,16462875 ns,15985501,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,12,16458001 ns,15959375,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,13,16466960 ns,15986499,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,14,16498998 ns,16014210,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,15,16480917 ns,16006673,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,16,16427665 ns,15941046,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,17,16463417 ns,15982037,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,18,17206543 ns,16692374,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,19,16536918 ns,16066955,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,20,16442333 ns,15952087,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,21,16444998 ns,15971128,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,22,16517625 ns,16024668,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,23,16395584 ns,15915875,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,24,16398208 ns,15914376,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,25,16501626 ns,15999001,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,26,16429416 ns,15955078,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,27,16496375 ns,16005294,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,28,16554791 ns,16067584,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,29,16406167 ns,15923832,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,detect-only,30,16574459 ns,16058914,147456,0,0,0,0,147456,147456,303104,327680,327680
4096,54,butterfly-check,recompute,1,16467332 ns,15977921,147456,0,0,0,0,147456,147456,303104,327680,327680
